# OpenSignals Text File Format. Version 1
# {"98:D3:11:FD:1F:39": {"position": 0, "device": "bitalino_rev", "device name": "98:D3:11:FD:1F:39", "device connection": "/dev/tty.BITalino-1F-39-DevB", "sampling rate": 100, "resolution": [4, 1, 1, 1, 1, 10, 10], "firmware version": 1281, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2022-1-28", "time": "18:17:30.999", "channels": [5, 6], "sensor": ["ECGBIT", "EDABITREV"], "label": ["A5", "A6"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A5", "A6"], "special": [{}, {}], "digital IO": [0, 0, 1, 1]}}
# EndOfHeader
0	0	0	0	0	483	835	
1	0	0	0	0	507	835	
2	0	0	0	0	479	835	
3	0	0	0	0	498	835	
4	0	0	0	0	505	835	
5	0	0	0	0	493	836	
6	0	0	0	0	504	835	
7	0	0	0	0	513	836	
8	0	0	0	0	642	836	
9	0	0	0	0	647	836	
10	0	0	0	0	547	836	
11	0	0	0	0	492	837	
12	0	0	0	0	470	837	
13	0	0	0	0	481	836	
14	0	0	0	0	478	837	
15	0	0	0	0	479	837	
0	0	0	0	0	481	837	
1	0	0	0	0	469	837	
2	0	0	0	0	496	837	
3	0	0	0	0	497	838	
4	0	0	0	0	496	838	
5	0	0	0	0	518	838	
6	0	0	0	0	515	838	
7	0	0	0	0	512	838	
8	0	0	0	0	531	838	
9	0	0	0	0	527	838	
10	0	0	0	0	543	838	
11	0	0	0	0	517	838	
12	0	0	0	0	527	838	
13	0	0	0	0	541	838	
14	0	0	0	0	547	838	
15	0	0	0	0	544	838	
0	0	0	0	0	529	838	
1	0	0	0	0	547	838	
2	0	0	0	0	534	839	
3	0	0	0	0	523	839	
4	0	0	0	0	542	838	
5	0	0	0	0	507	838	
6	0	0	0	0	519	838	
7	0	0	0	0	490	839	
8	0	0	0	0	481	838	
9	0	0	0	0	499	838	
10	0	0	0	0	490	839	
11	0	0	0	0	501	839	
12	0	0	0	0	508	839	
13	0	0	0	0	487	839	
14	0	0	0	0	513	838	
15	0	0	0	0	496	839	
0	0	0	0	0	514	839	
1	0	0	0	0	506	838	
2	0	0	0	0	500	839	
3	0	0	0	0	520	838	
4	0	0	0	0	517	839	
5	0	0	0	0	523	838	
6	0	0	0	0	531	838	
7	0	0	0	0	518	838	
8	0	0	0	0	524	837	
9	0	0	0	0	513	837	
10	0	0	0	0	527	836	
11	0	0	0	0	516	836	
12	0	0	0	0	505	837	
13	0	0	0	0	504	836	
14	0	0	0	0	488	835	
15	0	0	0	0	509	835	
0	0	0	0	0	495	835	
1	0	0	0	0	491	835	
2	0	0	0	0	506	834	
3	0	0	0	0	489	834	
4	0	0	0	0	509	834	
5	0	0	0	0	512	833	
6	0	0	0	0	511	833	
7	0	0	0	0	521	832	
8	0	0	0	0	516	832	
9	0	0	0	0	534	831	
10	0	0	0	0	540	831	
11	0	0	0	0	525	830	
12	0	0	0	0	523	830	
13	0	0	0	0	514	829	
14	0	0	0	0	510	829	
15	0	0	0	0	510	828	
0	0	0	0	0	504	828	
1	0	0	0	0	495	827	
2	0	0	0	0	482	827	
3	0	0	0	0	502	826	
4	0	0	0	0	497	825	
5	0	0	0	0	482	825	
6	0	0	0	0	508	825	
7	0	0	0	0	497	824	
8	0	0	0	0	503	824	
9	0	0	0	0	496	823	
10	0	0	0	0	577	823	
11	0	0	0	0	644	823	
12	0	0	0	0	602	823	
13	0	0	0	0	500	822	
14	0	0	0	0	489	822	
15	0	0	0	0	472	822	
0	0	0	0	0	477	822	
1	0	0	0	0	480	822	
2	0	0	0	0	486	822	
3	0	0	0	0	502	822	
4	0	0	0	0	480	822	
5	0	0	0	0	496	822	
6	0	0	0	0	503	822	
7	0	0	0	0	503	822	
8	0	0	0	0	504	822	
9	0	0	0	0	499	821	
10	0	0	0	0	513	822	
11	0	0	0	0	497	822	
12	0	0	0	0	519	822	
13	0	0	0	0	520	822	
14	0	0	0	0	508	822	
15	0	0	0	0	529	822	
0	0	0	0	0	511	822	
1	0	0	0	0	523	822	
2	0	0	0	0	520	822	
3	0	0	0	0	523	823	
4	0	0	0	0	529	822	
5	0	0	0	0	511	823	
6	0	0	0	0	515	822	
7	0	0	0	0	511	823	
8	0	0	0	0	491	823	
9	0	0	0	0	498	823	
10	0	0	0	0	466	823	
11	0	0	0	0	489	823	
12	0	0	0	0	481	823	
13	0	0	0	0	475	824	
14	0	0	0	0	502	824	
15	0	0	0	0	499	824	
0	0	0	0	0	491	825	
1	0	0	0	0	511	825	
2	0	0	0	0	496	826	
3	0	0	0	0	520	827	
4	0	0	0	0	497	828	
5	0	0	0	0	502	828	
6	0	0	0	0	526	828	
7	0	0	0	0	505	829	
8	0	0	0	0	523	829	
9	0	0	0	0	510	829	
10	0	0	0	0	513	830	
11	0	0	0	0	524	830	
12	0	0	0	0	513	830	
13	0	0	0	0	509	830	
14	0	0	0	0	495	831	
15	0	0	0	0	512	831	
0	0	0	0	0	524	831	
1	0	0	0	0	494	831	
2	0	0	0	0	528	831	
3	0	0	0	0	497	832	
4	0	0	0	0	516	832	
5	0	0	0	0	515	831	
6	0	0	0	0	506	832	
7	0	0	0	0	517	832	
8	0	0	0	0	505	832	
9	0	0	0	0	525	832	
10	0	0	0	0	527	833	
11	0	0	0	0	506	833	
12	0	0	0	0	515	832	
13	0	0	0	0	524	833	
14	0	0	0	0	519	833	
15	0	0	0	0	526	833	
0	0	0	0	0	515	833	
1	0	0	0	0	532	833	
2	0	0	0	0	515	833	
3	0	0	0	0	531	833	
4	0	0	0	0	551	833	
5	0	0	0	0	529	834	
6	0	0	0	0	547	833	
7	0	0	0	0	526	834	
8	0	0	0	0	526	834	
9	0	0	0	0	515	833	
10	0	0	0	0	500	834	
11	0	0	0	0	518	833	
12	0	0	0	0	503	834	
13	0	0	0	0	510	833	
14	0	0	0	0	507	834	
15	0	0	0	0	497	834	
0	0	0	0	0	516	834	
1	0	0	0	0	502	834	
2	0	0	0	0	510	834	
3	0	0	0	0	511	834	
4	0	0	0	0	535	834	
5	0	0	0	0	678	834	
6	0	0	0	0	643	834	
7	0	0	0	0	543	834	
8	0	0	0	0	481	834	
